state_name,year,disease,cases
DISTRICT OF COLUMBIA,1938,MEASLES,742
DISTRICT OF COLUMBIA,1939,MEASLES,3276
DISTRICT OF COLUMBIA,1940,MEASLES,883
DISTRICT OF COLUMBIA,1941,MEASLES,3730
DISTRICT OF COLUMBIA,1942,MEASLES,1624
DISTRICT OF COLUMBIA,1943,MEASLES,2109
DISTRICT OF COLUMBIA,1944,MEASLES,2733
DISTRICT OF COLUMBIA,1945,MEASLES,348
DISTRICT OF COLUMBIA,1946,MEASLES,4190
DISTRICT OF COLUMBIA,1947,MEASLES,534
DISTRICT OF COLUMBIA,1948,MEASLES,2563
DISTRICT OF COLUMBIA,1949,MEASLES,2248
DISTRICT OF COLUMBIA,1950,MEASLES,1721
DISTRICT OF COLUMBIA,1951,MEASLES,1496
DISTRICT OF COLUMBIA,1952,MEASLES,2308
DISTRICT OF COLUMBIA,1953,MEASLES,357
DISTRICT OF COLUMBIA,1954,MEASLES,3032
DISTRICT OF COLUMBIA,1955,MEASLES,453
DISTRICT OF COLUMBIA,1956,MEASLES,1596
DISTRICT OF COLUMBIA,1957,MEASLES,876
DISTRICT OF COLUMBIA,1958,MEASLES,1420
DISTRICT OF COLUMBIA,1959,MEASLES,397
DISTRICT OF COLUMBIA,1960,MEASLES,1210
DISTRICT OF COLUMBIA,1961,MEASLES,366
DISTRICT OF COLUMBIA,1962,MEASLES,703
DISTRICT OF COLUMBIA,1963,MEASLES,221
DISTRICT OF COLUMBIA,1964,MEASLES,344
DISTRICT OF COLUMBIA,1965,MEASLES,157
DISTRICT OF COLUMBIA,1966,MEASLES,390
DISTRICT OF COLUMBIA,1967,MEASLES,27
DISTRICT OF COLUMBIA,1968,MEASLES,6
DISTRICT OF COLUMBIA,1969,MEASLES,45
DISTRICT OF COLUMBIA,1970,MEASLES,345
DISTRICT OF COLUMBIA,1971,MEASLES,16
DISTRICT OF COLUMBIA,1972,MEASLES,2
DISTRICT OF COLUMBIA,1973,MEASLES,10
DISTRICT OF COLUMBIA,1974,MEASLES,1
DISTRICT OF COLUMBIA,1975,MEASLES,2
DISTRICT OF COLUMBIA,1976,MEASLES,13
DISTRICT OF COLUMBIA,1977,MEASLES,14
DISTRICT OF COLUMBIA,1978,MEASLES,2
DISTRICT OF COLUMBIA,1979,MEASLES,1
DISTRICT OF COLUMBIA,1980,MEASLES,5
DISTRICT OF COLUMBIA,1981,MEASLES,2
DISTRICT OF COLUMBIA,1982,MEASLES,1
DISTRICT OF COLUMBIA,1985,MEASLES,28
DISTRICT OF COLUMBIA,1989,MEASLES,41
DISTRICT OF COLUMBIA,1990,MEASLES,22
DISTRICT OF COLUMBIA,1992,MEASLES,2
DISTRICT OF COLUMBIA,1996,MEASLES,0
DISTRICT OF COLUMBIA,1997,MEASLES,2
FLORIDA,1928,MEASLES,1714
FLORIDA,1929,MEASLES,1127
FLORIDA,1930,MEASLES,5245
FLORIDA,1931,MEASLES,3894
FLORIDA,1932,MEASLES,207
FLORIDA,1933,MEASLES,993
FLORIDA,1934,MEASLES,8015
FLORIDA,1935,MEASLES,1174
FLORIDA,1936,MEASLES,302
FLORIDA,1937,MEASLES,394
FLORIDA,1938,MEASLES,9175
FLORIDA,1939,MEASLES,2895
FLORIDA,1940,MEASLES,2192
FLORIDA,1941,MEASLES,9273
FLORIDA,1942,MEASLES,4081
FLORIDA,1943,MEASLES,1683
FLORIDA,1944,MEASLES,4594
FLORIDA,1945,MEASLES,977
FLORIDA,1946,MEASLES,2854
FLORIDA,1947,MEASLES,1343
FLORIDA,1948,MEASLES,3928
FLORIDA,1949,MEASLES,3843
FLORIDA,1950,MEASLES,2344
FLORIDA,1951,MEASLES,2270
FLORIDA,1952,MEASLES,3478
FLORIDA,1953,MEASLES,1276
FLORIDA,1954,MEASLES,10945
FLORIDA,1955,MEASLES,1427
FLORIDA,1956,MEASLES,5149
FLORIDA,1957,MEASLES,5262
FLORIDA,1958,MEASLES,12347
FLORIDA,1959,MEASLES,3592
FLORIDA,1960,MEASLES,3723
FLORIDA,1961,MEASLES,6695
FLORIDA,1962,MEASLES,4154
FLORIDA,1963,MEASLES,3754
FLORIDA,1964,MEASLES,7028
FLORIDA,1965,MEASLES,3708
FLORIDA,1966,MEASLES,3931
FLORIDA,1967,MEASLES,1806
FLORIDA,1968,MEASLES,573
FLORIDA,1969,MEASLES,611
FLORIDA,1970,MEASLES,1445
FLORIDA,1971,MEASLES,2316
FLORIDA,1972,MEASLES,1396
FLORIDA,1973,MEASLES,393
FLORIDA,1974,MEASLES,228
FLORIDA,1975,MEASLES,82
FLORIDA,1976,MEASLES,337
FLORIDA,1977,MEASLES,301
FLORIDA,1978,MEASLES,1094
FLORIDA,1979,MEASLES,607
FLORIDA,1980,MEASLES,407
FLORIDA,1981,MEASLES,300
FLORIDA,1982,MEASLES,214
FLORIDA,1983,MEASLES,161
FLORIDA,1984,MEASLES,16
FLORIDA,1985,MEASLES,113
FLORIDA,1986,MEASLES,400
FLORIDA,1987,MEASLES,85
FLORIDA,1988,MEASLES,167
FLORIDA,1989,MEASLES,203
FLORIDA,1990,MEASLES,371
FLORIDA,1991,MEASLES,297
FLORIDA,1992,MEASLES,41
FLORIDA,1993,MEASLES,27
FLORIDA,1994,MEASLES,21
FLORIDA,1995,MEASLES,9
FLORIDA,1996,MEASLES,0
FLORIDA,1997,MEASLES,8
FLORIDA,1998,MEASLES,1
FLORIDA,1999,MEASLES,1
